t;x;y;dx;dy;dpsi;dx_dot;dy_dot;dpsi_dot;v;acc;s
90.219942195; 2.2676005363464355; 3.005338430404663; 0.14999214163279714; -0.0034286431234524274; 0.0754585046225719; 0.00107746692707093; 0.014692811125814236; 0.9707020161898328; 0.5281030048384419; 0.30679181344841316; 0.23677302154917715
90.279873713; 2.291358470916748; 2.9822115898132324; 0.15002751605075554; -0.0013046663137069926; 0.11243225462695579; 0.0006665087485745419; 0.03315598099739519; 1.3249952639846094; 0.5436280479892963; 0.3082731304272735; 0.3560011173596785
90.33988595; 2.31217622756958; 2.9588067531585693; 0.1499901527796051; 0.003752031149353643; 0.13561006186313485; 0.00017796090070966507; 0.0777928176238416; 1.1501310775576843; 0.5302349936848698; 0.3072357180170972; 0.41047065497047003
90.399870465; 2.3312833309173584; 2.934384346008301; 0.14998292557997753; 0.007316930625635055; 0.14451643368671324; 0.00017196891742231023; 0.08531207477333179; 0.7283153199444867; 0.5220254161451225; 0.3072187906667917; 0.37246121661219783
90.459877432; 2.349879264831543; 2.908799886703491; 0.14999952768413546; 0.012818512825761737; 0.1710068294619841; 0.00022085414439150188; 0.11206438909324687; 0.963210129315136; 0.5251590453052716; 0.30733749615633055; 0.47311112114102954
90.519897508; 2.3666210174560547; 2.881652593612671; 0.1500073591125825; 0.02060586574937846; 0.19601320107868112; 0.00012836365470016625; 0.15363259148207098; 1.0321762287428518; 0.5290285609907903; 0.3071691777434943; 0.5738349793408359
90.58996419; 2.3886141777038574; 2.852827548980713; 0.14999100903495735; 0.017956704037432172; 0.21787984896352514; 2.701040997841149e-05; 0.05915633832745297; 0.9365557468517719; 0.5218757842562541; 0.3047487259257877; 0.49239019052626404
90.649919397; 2.4034929275512695; 2.8249168395996094; 0.15000256723668212; 0.012573994294093224; 0.2365322457202916; 8.040291554687503e-05; -0.03022926038540058; 0.8681228346978914; 0.5253705274747666; 0.3070862265753972; 0.3992176404821098
90.709921776; 2.41619610786438; 2.7956509590148926; 0.15000796972455951; 0.00907997874160968; 0.2551870000602003; 2.6907257908535964e-05; -0.05770057341457724; 0.8371779150123286; 0.5292901394524412; 0.3069790710596025; 0.36765549801301933
90.769992684; 2.427121162414551; 2.7655036449432373; 0.150007943387968; 0.0034104618446467796; 0.27540956780297376; -4.2391377286660025e-05; -0.09828367229588322; 0.8606308651464329; 0.5320817694332405; 0.3068252502891389; 0.33064929718126
90.839899177; 2.441065549850464; 2.732996702194214; 0.14997536486699764; 0.0012004667517989485; 0.29164089941561594; -7.332681860173571e-05; -0.07678890794112764; 0.7389396594438853; 0.5159562410392734; 0.3045517006552334; 0.3277118560594533
91.329974199; 2.517529249191284; 2.487672805786133; 0.14952664852997075; 0.0004202555344714943; 0.2659367696969217; -1.9654675357550217e-05; -0.04450640954280082; 0.3063979236759537; 0.24442986781864728; 0.3257553690155397; 0.26490343157343865
91.399921242; 2.523503065109253; 2.4505763053894043; 0.1501281244549112; 0.00011110109641902398; 0.21187293027421725; 0.0029276312282409764; -0.027788231250610036; -1.0033844166886903; 0.4253568921315912; 0.31063367041245654; 0.010578831964359024
91.54002064; 2.533017158508301; 2.37261700630188; 0.14990115764461748; 2.9576096020435895e-05; 0.16920494358921823; 0.001259141887260916; -0.01606532842918875; -0.990009739594585; 0.3322646934324897; 0.30648770525781965; -0.02053734137371293
91.599912571; 2.538210391998291; 2.33978271484375; 0.15020220446834906; -1.8215884810982038e-06; 0.14068437822505722; 0.0014290252294026245; -0.009303269725519588; -1.130149990585506; 0.46994102357140105; 0.31008174457197635; -0.06256920423811785
91.659951718; 2.5404016971588135; 2.3060975074768066; 0.15018016560849273; -0.003986226058837279; 0.10449544460691762; -0.000654070601503823; -0.05183650224646705; -1.3761968374204008; 0.5269801766862738; 0.30596786114846114; -0.18702743400820837
91.729914747; 2.543694496154785; 2.2671058177948; 0.15010040074081024; -0.0015411274197769777; 0.06760471813738585; -0.0014883176989183844; -0.004583665541832656; -1.4127610034810925; 0.5469514243734142; 0.3020320398989983; -0.18498640780910297
91.799878997; 2.5484654903411865; 2.2296030521392822; 0.15002574192673498; -0.006663559496774234; 0.06304616592760437; -0.0014651767073038872; -0.054023250194851526; -0.7455241924080425; 0.5428703648216783; 0.30194014016978143; -0.14447919956993652
91.859866075; 2.5539391040802; 2.197416305541992; 0.15000575360083276; -0.008676661035056375; 0.06134026714828801; -0.0010152621958951446; -0.05398213801589878; -0.37421530729772; 0.543733517401675; 0.3049627800894414; -0.09309565319158543
91.919887673; 2.5578978061676025; 2.1662378311157227; 0.14997709938207893; -0.005605431886427132; 0.06397827331631666; -0.0006160034319908224; 0.00556008190298201; -0.1036208038734272; 0.531303451584385; 0.30567265423982054; 0.020034258391460513
91.979935267; 2.5612409114837646; 2.1345162391662598; 0.1499887914180551; -0.0021397011507226795; 0.06254627776407018; -0.00018288356478531281; 0.043683524433010615; -0.08075658123957431; 0.5312395122741653; 0.30652481460509123; 0.07604216968613187
